,name,review,words,힐링,혼자,자연,액티비티,addr1,cat1,cat2,cat3
40,E안경 목포점,"사장님이 정말 친절하신곳! 
좋아요 
친절해요~ 근데 안경이 계속 어지럽ㅠ..

친절해요 
친절해요 
친절하게 렌즈 구매도와주셔서 감사해요!!
좋아요
좋와요
친절합니다 ",정말 곳 사장 요 렌즈 안경 구매 계속 계속 구매 안경 렌즈 요 곳 사장 정말 요 사장 곳 정말 계속 구매 안경 렌즈,X,X,X,X,전라남도 목포시 영산로 59번길30,A04,A0401,A04011000
41,FRED 신세계센텀,"3월 가격 인상 예정
6
예쁜 쥬얼리 기분좋게 구매했습니다.
이뻐요 ^^
넘 에뻐요. 선물로 샀어요. ",에뻐 선물 가격 예정 쥬얼리 인상 기분 구매 선물 에뻐 쥬얼리 가격 기분 예정 인상 구매 구매 인상 기분 예정 가격 쥬얼리 에뻐 선물,X,X,X,X,부산광역시 해운대구 센텀남대로 35,A04,A0401,A04011000
42,FRED 현대본점,"굿굿
예뻐요
예뻐요
친절해서좋았다
친절하네요
치널해서좋았다
친절해서좋았다
친절해서좋았다
이뻐용
긋",굿굿 치널 치널 굿굿 치널 굿굿,X,X,X,X,"서울특별시 강남구 압구정로 165, 2층(압구정동, 현대백화점 압구정본점)",A04,A0401,A04011000
43,HOOPCITY 동대문,"직원 응대가 좋지 않았습니다. 몇달전 가족이 여기에서  신발을 구매했고 이번에는 제 신발을 사러 매장을 방문했습니다. 농구화구매는 처음이고 무릎통증때문에 구매하는거라 사이즈를 신중히 골랐고 이때 직원분이 친절히 응대해주셨어요.
보통 오프라인에서 신어보고 온라인에서 구매하지만 직원분이 친절하셔서 매장에서 구매하고자 했어요.
결제하면서 사이즈 교환을 하고싶으면 어떻게 해야하냐고 여쭤보니 관련안내를 해주시면서 >사실 10만원도 안되는 걸로 이렇게 고민하는게 이해가 안돼요< 라고 하시더라고요. 처음 들었을때는 무슨 뜻인지 얼떨떨해서 대응을 못했는데 같이간 가족이 정말 불쾌했다고 하더라고요. 10만원도 안되는 신발가지고 유난떨었다는 뜻이셨을까요? 모처럼 쇼핑이였는데 기분이 너무 안좋았네요. 남자직원분이셨어요.

친절해요 
신발종류가 넘. 않이있네요
특이하고 멋진 제품구매
굿
매장이 너무 멋있어요
농구를 좋아하면 누구나
생각보다 농구화 종류가 많진 않았어요.
그래도 농덕에게는 천국이에요
귀여운거 많아요!!! 굿굿굿
다른 곳에서는 살 수 없는 다양한 농구화가 있어서 좋습니다!",직원 때 처음 뜻 셨 응대 구매 농구 때문 무릎 농구 종류 사이즈 사실 관련 이해 걸 교환 고민 결제 신발 구매 매장 직원 가족 신어 보고 오프라인 보통 온라인,X,X,X,X,"서울특별시 중구 퇴계로 324, 1층(광희동2가,성우빌딩)",A04,A0401,A04011000
44,JDX 역삼,"물건다양 좋아요
친절
굿!
친절했어요
.............
굿
지나다 거의 줍다시피 득템 ㅋㅋ
좋아요 
좋아요
사장님이 넘 친절해요 ",굿 거의 물건 사장 득템 다양 친절 굿 사장 득템 거의 물건 친절 다양 굿 친절 다양 물건 득템 거의 사장,X,X,X,X,"서울특별시 강남구 언주로 331, 1층(역삼동, 안산빌딩)",A04,A0401,A04011000
45,JDX 장한평점,"가성비짱 
예쁜디자인이 많아요
좋아요
이용 잘 하였습니다~ 
쎄일을 많이해줘요
디자인이 예뻐요
굿
저렴하고 품질이 좋아요
매장 매니저님이 친절하세요 ~
자주가고싶네요~
가성비 좋아요",가성 디자인 비 매니저 자주 굿 일 이용 품질 매장 굿 일 자주 품질 이용 매니저 디자인 매장 가성 비 비 디자인 가성 매장 품질 이용 일 자주 매니저 굿,X,X,O,X,서울특별시 동대문구 천호대로 433,A04,A0401,A04011000
46,JDX 제주도남,"좋아요 
굿 
좋아요 
좋아요 
물건이 완전 많아요
굿~
종류 많아요-! 

맘에 들었는대 사이즈가 없어서 못사고 와서 아쉼네요
좋아요 
종류가 많아요",종류 맘 사이즈 완전 물건 굿 종류 사이즈 맘 굿 완전 물건 굿 물건 완전 종류 맘 사이즈,X,X,X,X,"제주특별자치도 제주시 연북로 436, 1층, 2층(도남동)",A04,A0401,A04011000
47,JDX 현대가든파이브,"굿
굳
굿
굿
굿
세일해서 샀는데
정말 좋아요.
옷감 질도 좋고 입을 때 편안하고
가볍고 신축성이 있어서 움직임도 편해요. 
굿
조아요
굿 편안하고 좋아요
굿",굿 일해 정말 신축 질도 때 움직임 옷감 입 옷감 입 움직임 때 질도 신축 굿 정말 일해 굿 정말 일해 질도 때 신축 입 움직임 옷감,X,X,X,X,"서울특별시 송파구 충민로 66, 4층(문정동, 가든파이브라이프)",A04,A0401,A04011000
48,JEEP 롯데김해,"좋아요 
친절해요 
👍👍👍
👍
👍
할인행사중입니다
굿
ㄱㅅ
엄마 가방 사드림 💓
세일 더 많이해주면 좋을듯",더 가방 일 해주 굿 드림 엄마 행사 할인 할인 행사 엄마 가방 해주 더 굿 드림 일 드림 일 굿 해주 엄마 더 가방 할인 행사,X,X,X,X,경상남도 김해시 장유로 469,A04,A0401,A04011000
49,JEEP 롯데파주,"
^^
행사해서 득템^^따뜻하고 좋아요

같이 산바지^^
같이 입고 여행다녀왔네요
굿
굿♡
친절   굿
굿
여뻐요
귿귿
친절하시고, 옷이 마음에드네요 ",굿 행사 여행 마음 옷 산바 득템 귿귿 에드 여뻐 굿 친절 여뻐 에드 귿귿 득템 산바 옷 마음 여행 행사 마음 귿귿 여행 옷 여뻐 득템 친절 에드 산바,X,X,X,O,경기도 파주시 회동길 390 (문발동) 롯데프리미엄아울렛,A04,A0401,A04011000
50,JEEP 현대송도,"스타일리쉬한 디자인이 많아요
막 친절하진 않아요 
굿
저렴해요
좋와요
좋아요. 
굿
굳
할인도 많이 하고 스타일이 좋아서 자주 구매하는편입니다.
.",굿 할인 구매 자주 편입 니 스타일 디자인 스타 요 굿 막 쉬 요 일리 스타 디자인 구매 편입 자주 굿 스타일 니 편입 자주 할인 구매 디자인 일리 쉬,X,X,X,X,인천광역시 연수구 송도국제대로 123,A04,A0401,A04011000
51,JIGUM 종로,"굿
유니크한 제품을 찾는 다면 강력추천합니다 :)
너무너무 좋은 공간과 컬렉션 그리고 직원분까지 완벽
제품들이 하나같이 너무 이뻐서 고르기 힘들었습니다. 친절히 상세히 알려주신 직원분 덕분에 이쁜걸로 잘 골랐습니다. 감사합니다!
너무아름다워요",직원 상세 걸 덕분 추천 공간 강력 컬렉션 완벽 굿 직원 걸 덕분 상세 강력 완벽 공간 유니크 굿 추천 제품 컬렉션 굿 유니크 완벽 추천 공간 강력 직원 덕분,X,X,X,X,서울특별시 종로구 북촌로 21-8 (재동),A04,A0401,A04011000
52,JJ지고트 롯데파주,"굿
굳
굿
인생 머메이드 원피스 찾았어요!! 
미샤에서 비슷한 디자인 샀었는데도 불구하고 이게 더 이쁘더라고요
돈만 많았다면 트렌치도 사고 싶었어요픂ㅍ
잘 입고 있어요~
항상 옷 고를때 힘들었는데 친절하게 잘 골라주셨어요~
굿
가격은 좀 나가고 스타일 추천을 잘 해주셨어요
입어봤는데 여성스럽고 예뻐서 구매했습니다.
아울렛 제품인데도 비싸네요",더 가격 디자인 불구 여성 좀 이 때 옷 미샤 아울렛 도 제품 굿 옷 트렌치 구매 항상 픂 여성 굿 원피스 머메이드 인생 추천 구매 돈 스타일 사고 이,X,X,X,X,경기도 파주시 회동길 390,A04,A0401,A04011000
53,K2 (문정점),"굿
좋아요 
상품이 다양합니다,
꽤 씀만한데 경제적이네요
매우 친절한 매장입니다.
신발 너무 편합니다
좋아요
구매와상관없이처음들어섰을때부터나갈때까지.편하게둘러볼수있게배려해주시고.문의시에친절하게설명해주시네요.더욱번창하십시오.
친절하고 상품이 다양해서
좋습니다 
굿",굿 상품 꽤 경제 매우 요 매장 처음 때 설명 때 시 해주시 구매 더욱 신발 문의 번창 설명 시오 상품 굿 때 시오 배려 번창 신발 처음 설명 구매,X,X,X,X,서울특별시 송파구 중대로10길 42,A04,A0401,A04010600
54,K2 롯데김해,"친절해요 
짱
k2매장에서 구입햇는데 집에와서 뜯어보니 이렇게 되어있어 아 교환해야겟네 하고 매장에 전활해서 옷에 얼룩이 너무많아 교환하고싶다 햇더니 대뜸 원래 이런얼룩이 묻어나온다고 하네요? 제가 옷을 처음사는거도 아니고 이런얼룩묻어나오는데 당연한건가요? 어머니 옷사드린다고 갓다가 열이받네요 최소한 제품확인부터하는게 맡는거아닙니까 
좋아요 
좋아요 
단체티 구입차 방문한 곳
물건 질이 좋아 구매 했습니다 
가격  착하고 좋아요
가성비 제품 구매 가능해요
좋아요",제품 구매 옷 열 비 방문 물건 질 다가 차 구매 제품 옷 가격 구입 어머니 최소한 얼룩 가성 확인 얼룩 교환 매장 햇 옷 구입 원래 짱 활 대뜸,X,X,O,X,경상남도 김해시 장유로 469(신문동) 롯데아울렛 김해,A04,A0401,A04011000
55,K2 롯데남악,"부모님 옷 사려고 방문했어요 ~ 
K2 바람막이 디자인이 다양하고 이쁘더라고요
부모님 마음에 드는 거 골라서 선물했어요 ~ 
직원분도 친절하게 설명 잘 해주셔서 좋았습니다
사장님 너무 친절하시구
서비스도 주시구
여러개 많이 신어볼수 있었구 어울리는거 추천도 잘해주시네용
굿
좋아요 친절해요
좋아요
굿
친절합니다
친절해요 
.
좋아요",거 골 마음 서비스 방문 신어 선물 개 디자인 설명 서비스 신어 선물 바람막이 디자인 골 마음 설명 용 추천 부모님 굿 옷 용 바람막이 시구 추천 직원 사려 사장,X,X,X,X,전라남도 무안군 삼향읍 남악로162번길 80,A04,A0401,A04011000
56,K2 롯데파주,"굳
조아요
굿
좋아요
좋아요
조아요
품질이  좋아요
굿
,
좋아요",굿 품질 품질 굿 품질 굿,X,X,X,X,경기도 파주시 회동길 209,A04,A0401,A04011000
57,K2 롯데팩토리가산,"예쁜 등산점퍼가 많아요. 아웃렛 입구부터 발길을 잡네요 ㅋㅋㅋ
ㅋㅋ
ㅋㅋ
친절해요 
친절하고 아울렛이라 저렴한 제품이 많아 좋아여
등산가방 저렴하게 잘샀어요
신상품도 있고 이월상품도 함께있는데
잘 고르면 득템
ㅋㅋ
사장님 굉장히 친절하세요
이쁜 옷 많고 세일도 많이 해서 좋아요
넓고 좋아요!
엄마 잠바 사드렸다 이쁘다고 하셨어요^^",등산 점퍼 사 엄마 잠바 사장 발길 상품 입구 득템 상품 아울렛 일도 아웃렛 이월 옷 가방 제품 득템 입구 사 잠바 엄마 등산 점퍼 사장 발길 옷 가방 득템,X,X,X,O,서울특별시 금천구 벚꽃로278,A04,A0401,A04011000
58,K2 신세계시흥,"친절해요
넓고 좋음
좋아요
굿
가격이 너무 비싸요ㅠ
굿
좋아요
굿
좋아요
🙂",굿 가격 가격 굿 가격 굿,X,X,X,X,경기도 시흥시 서해안로 699,A04,A0401,A04011000
59,K2 신세계여주,"사이즈 다양

조아요
그냥그래요
신발코너에서 응대해 주시는 직원분 정말 전문적이고 꼼꼼하게 봐주세요 추천 하는 제품들도 마음에 들었고 가격대나 니즈에 맞춰서 추천해주셔서 만족스러웠어요
굿
굿~
좋아요. 
굿
가성비굿 
주말이라 그런지 할인을 많이 하고 있어서 저렴한 가격에 패딩 구입하였네요. 입어보고 구입할 수 있으니 좋았구요 직원분들 모두 친절하셔서 더욱 편하게 쇼핑하였습니다. ",직원 가격 굿 모두 쇼핑 더욱 수 구입 패딩 할인 구입 가성 비굿 주말 할인 패딩 쇼핑 더욱 수 모두 굿 추천 직원 가격 다양 코너 응대 그냥 주시 사이즈,X,X,X,X,"경기도 여주시 명품로 360, 601호 (상거동 프리미엄아울렛)",A04,A0401,A04011000
60,K2 신세계파주,"좋아요 
가성비굿
저렴하게 잘 구매했어요 
좋아요 
굿
굿굿
굿
굿
수고하세요 ~~~
좋은가격에 득템",득템 굿굿 구매 가성 가격 수고 비굿 굿 굿굿 득템 가격 가성 수고 비굿 구매 굿 굿 비굿 수고 구매 가성 가격 득템 굿굿,X,X,X,X,경기도 파주시 탄현면 필승로 200 프리미엄아울렛 167호,A04,A0401,A04011000
61,K2 현대가산,"ㅎㅎ 친절한것 같아요
굳
찾던 티셔츠 발견하여 구입합니다 
물건도 많고 친절해요 
뿌듯 😤
굿
좋은가방

'K2 부스트 임페리움 다운' 예쁘고 따뜻하고 만족스럽게 잘구입하고 갑니다👍 매장 직원분이 잘설명해주시고 친절하게 잘응대해주셔서 도움이 많이 되었던것 같습니다😊
굿 👍 👍 👍 ",다운 구입 티셔츠 굿 물건 페리 뿌듯 해주시 매장 가방 티셔츠 페리 다운 물건 뿌듯 만족 응대 움 구입 도움 굿 구입 설명 임 만족 부스트 발견 움 응대 도움,X,X,X,X,"서울특별시 금천구 디지털로10길 9, 4층",A04,A0401,A04011000
62,K2 현대김포,"종류 많고 저렴해요
친절하게 대해주세요
가성비좋게샀습니다
겨울상품이 세일을 해서 겨울옷 하나 장만했어요
친절하게 대해주세요 
굿
친절해요 

판매하시는분이 엄청적극적으로 설명해줘서 기분이 좋았습니다.
이월 상품이긴 하나 고어텍스 상품을 저렴하게 구매 했습니다. 직원분들도 친절하시고 추후 as에 대한 설명도 자세히 해주셔서 좋았습니다",상품 하나 구매 고어텍스 이월 설명 직원 추후 대한 적극 설명 대한 직원 추후 상품 하나 이월 고어텍스 구매 분 겨울 대해 기분 판매 일 가성 비 옷 장만 종류,X,X,O,X,경기도 김포시 아라육로152번길 100,A04,A0401,A04011000
63,K2 현대동대문,"좋아요
옷이 괜찮고 저렴한게 많음 직원 밥먹다가 점심시간에 구매하러 가서 먹다말고 불려옴ㅋㅋ 죄송했지만 친절하게 잘 해줘서 기분좋게 사옴
남자직원이 별로 팔 생각이없나 불친절했어요 매장에 잘 있지도 않고..
ㄱ
주차 편하고 친절하게 설명해줘서 좋아요
사장님  옷 잘 입고 있어요 
감사합니다 
굿
옷이 예뻐요
물건이 많고 할인이 높아요
가격 싸고 마음에 들어요",옷 직원 할인 옴 팔 마음 매장 점심시간 주차 남자 옷 직원 구매 굿 설명 주차 사장 남자 밥 기분 옷 직원 물건 생각 가격 매장 팔 별로 구매 설명,X,X,X,X,서울특별시 중구 장충단로13길 20,A04,A0401,A04011000
64,K2 현대송도,"좋습니다
좋아요
좋아요
좋아요 종류도 많고 디자인도 맘에 들어요
기능성 등산복 좋아요
여자직원분 응대가 친절하시고 세탁방법도 먼저 알려주셔서 좋앗어요
굿
좋아요
좋아요
굿",굿 직원 방법 디자인 먼저 복 여자 맘 응대 등산 굿 세탁 복 등산 응대 직원 먼저 방법 종류 여자 굿 기능 종류 맘 여자 세탁 디자인 응대 등산 먼저,X,X,X,O,인천광역시 연수구 송도국제대로 123,A04,A0401,A04011000
65,K2(순천 중앙점),"상품설명도 잘해주시고 엄청 친절해요
패딩 네벌샀어요 가성비로
친절해요
이월상품을  저렴하게  구입했어요.
매장도  넓고  친절하네요.
🥰🥰🥰🥰🥰🥰
옷종류가 많아요 
사장님 내외분 너무 멋지고 이뻐요 
옷들도 다 이뻐요
좋아요 
좋아요 
좋아요 
쇼핑하기 좋아요",매장 옷 쇼핑 종류 사장 내외 이월 설명 가성 비 매장 쇼핑 종류 내외 사장 옷 이월 설명 가성 비 상품 옷 패딩 구입 벌 비 가성 설명 이월 내외,X,X,O,X,전라남도 순천시 시민로 52,A04,A0401,A04011000
